alignment	site	nseq	naa	multinomial_pval	aagtr_pval	reduced_loglk	full_loglk	tag
HOG97202_alig	1	61	7	0.0151397	0.0828979	-63.989405	-58.398168	Test
HOG97202_alig	2	61	8	0.0251297	0.0751035	-59.827051	-53.387382	Test
HOG97202_alig	3	62	4	0.291281	0.340564	-25.395167	-23.719509	Test
HOG97202_alig	4	62	7	0.0644922	0.128803	-55.977326	-51.025901	Test
HOG97202_alig	5	62	12	0.00213252	0.29201	-94.137359	-87.627283	Test
HOG97202_alig	6	62	5	5.29002e-06	0.0711366	-56.160939	-51.847558	Test
HOG97202_alig	7	62	5	0.210018	0.842291	-21.082458	-20.376986	Test
HOG97202_alig	8	62	6	0.857284	0.642822	-53.142525	-51.456472	Test
HOG97202_alig	9	62	4	0.00444865	0.95177	-38.935458	-38.764013	Test
HOG97202_alig	10	62	12	2.658e-05	0.245527	-77.816092	-70.927137	Test
HOG97202_alig	11	62	11	2.19148e-05	0.0128674	-91.833472	-80.596885	Test
HOG97202_alig	12	63	7	0.000275636	0.0483357	-47.731001	-41.388945	Test
HOG97202_alig	13	63	7	0.0356114	0.517336	-74.555753	-71.951393	Test
HOG97202_alig	14	63	4	0.00282752	0.193517	-51.308725	-48.948912	Test
HOG97202_alig	15	63	9	0.000560385	0.266208	-61.591883	-56.600290	Test
HOG97202_alig	16	63	4	0.0062308	0.0942729	-27.305012	-24.112066	Test
HOG97202_alig	17	63	7	0.00515581	0.0230561	-51.931475	-44.600542	Test
HOG97202_alig	18	63	11	8.77258e-05	0.0421033	-78.129454	-68.700435	Test
HOG97202_alig	19	63	10	1.39561e-06	0.0227859	-53.586761	-43.938469	Test
HOG97202_alig	20	62	10	0.40652	0.153047	-72.219102	-65.610793	Test
HOG97202_alig	21	62	5	0.0408211	0.246317	-18.744977	-16.032009	Test
HOG97202_alig	22	62	15	0.324592	0.296898	-109.898881	-101.761615	Test
HOG97202_alig	23	62	2	1.23258e-07	0.000168195	-17.313445	-10.235085	Test
HOG97202_alig	24	62	10	0.111191	0.0207259	-73.070688	-63.283305	Test
HOG97202_alig	25	62	7	0.0663462	0.0965412	-48.146732	-42.773586	Test
HOG97202_alig	26	62	12	7.48876e-05	0.00914211	-65.750413	-53.254545	Test
HOG97202_alig	27	62	3	0.325622	0.279057	-26.429565	-25.153227	Test
HOG97202_alig	28	62	8	0.361535	0.482383	-36.548459	-33.296928	Test
HOG97202_alig	29	62	10	0.0270952	0.208922	-56.598212	-50.558984	Test
HOG97202_alig	30	62	9	0.0324851	0.507685	-48.580820	-44.945269	Test
HOG97202_alig	31	61	10	0.00216923	0.0477782	-65.825014	-57.294805	Test
HOG97202_alig	32	61	13	0.0132277	0.0450258	-71.432761	-60.740514	Test
HOG97202_alig	33	61	9	0.0520402	0.33097	-51.663894	-47.095994	Test
HOG97202_alig	34	61	11	0.00135524	0.0818932	-75.081580	-66.744523	Test
HOG97202_alig	35	61	10	0.00724476	0.040085	-71.023504	-62.222614	Test
HOG97202_alig	36	61	8	0.000668017	0.080502	-59.243054	-52.906815	Test
HOG97202_alig	37	62	9	0.170553	0.184792	-70.754163	-65.099604	Test
HOG97202_alig	38	62	4	0.000440542	0.108645	-30.706867	-27.676000	Test
HOG97202_alig	39	62	14	0.0909897	0.174049	-115.515821	-106.724871	Test
HOG97202_alig	40	62	5	0.193424	0.684815	-44.340108	-43.201210	Test
HOG97202_alig	41	65	1	1	1	0.000000	0.000000	Test
HOG97202_alig	42	65	10	0.017005	0.0679622	-74.801516	-66.827203	Test
HOG97202_alig	43	65	5	0.147655	0.399154	-31.665082	-29.639606	Test
HOG97202_alig	44	65	11	0.398698	0.227789	-98.041732	-91.578293	Test
HOG97202_alig	45	65	6	0.0502124	0.217215	-24.887814	-21.364635	Test
HOG97202_alig	46	65	8	0.438482	0.106286	-46.529217	-40.614166	Test
HOG97202_alig	47	65	9	0.175108	0.338978	-73.396606	-68.876878	Test
HOG97202_alig	48	65	12	0.000398509	0.00702719	-101.002576	-88.118867	Test
HOG97202_alig	49	65	3	0.0205492	0.0549568	-18.282716	-15.381508	Test
HOG97202_alig	50	66	10	0.00178924	0.189312	-69.153231	-62.930178	Test
HOG97202_alig	51	66	14	0.0022745	0.0431132	-121.226571	-109.785525	Test
HOG97202_alig	52	66	14	0.0214176	0.148306	-107.093344	-97.969040	Test
HOG97202_alig	53	66	6	0.109678	0.194423	-24.154497	-20.468585	Test
HOG97202_alig	54	66	8	0.00223204	0.297753	-56.094764	-51.889283	Test
HOG97202_alig	55	66	10	0.000114795	0.00656286	-86.160732	-74.740108	Test
HOG97202_alig	56	66	5	0.0224899	0.0613142	-27.067101	-22.571389	Test
HOG97202_alig	57	66	4	0.0103199	0.0152533	-53.427121	-48.212830	Test
HOG97202_alig	58	67	4	0.649062	0.543505	-36.097063	-35.026170	Test
HOG97202_alig	59	67	3	0.74272	0.186413	-34.547582	-32.867794	Test
HOG97202_alig	60	67	1	1	1	0.000000	0.000000	Test
HOG97202_alig	61	67	3	0.193803	0.273869	-9.065758	-7.770651	Test
HOG97202_alig	62	67	1	1	1	0.000000	0.000000	Test
HOG97202_alig	63	68	2	0.0946031	0.0739208	-8.147942	-6.551072	Test
HOG97202_alig	64	68	7	0.0630444	0.241204	-41.627818	-37.648868	Test
HOG97202_alig	65	68	8	0.00336434	0.0555753	-66.730774	-59.849652	Test
HOG97202_alig	66	68	1	1	1	0.000000	0.000000	Test
HOG97202_alig	67	68	1	1	1	0.000000	0.000000	Test
HOG97202_alig	68	68	2	0.312949	0.263639	-4.618213	-3.993440	Test
HOG97202_alig	69	68	2	0.00699889	0.0146502	-15.338236	-12.359210	Test
HOG97202_alig	70	68	4	0.0239368	0.231923	-37.313346	-35.168959	Test
HOG97202_alig	71	68	9	0.0270958	0.112366	-65.786138	-59.293630	Test
HOG97202_alig	72	68	3	0.0210152	0.0528648	-15.300942	-12.360925	Test
HOG97202_alig	73	68	6	9.78195e-12	0.00214738	-46.468306	-37.097622	Test
HOG97202_alig	74	68	4	0.228409	0.137032	-28.201635	-25.438129	Test
HOG97202_alig	75	68	1	1	1	0.000000	0.000000	Test
HOG97202_alig	76	68	5	0.206686	0.094767	-54.770340	-50.813171	Test
HOG97202_alig	77	68	6	0.000716143	0.1491	-72.602164	-68.536076	Test
HOG97202_alig	78	68	9	0.0167891	0.386672	-63.070358	-58.822878	Test
HOG97202_alig	79	1	0	1	NA	NA	NA	No observation
HOG97202_alig	80	68	6	0.000667463	0.00502128	-68.608092	-60.238341	Test
HOG97202_alig	81	68	10	0.000500994	0.116727	-99.981967	-92.901678	Test
HOG97202_alig	82	68	6	0.166623	0.423423	-56.214789	-53.745505	Test
HOG97202_alig	83	68	7	0.0672252	0.305344	-68.585425	-65.000046	Test
HOG97202_alig	84	68	3	0.329709	0.21136	-19.749839	-18.195647	Test
